customer_hk,cust_newsletter,cust_channel,cust_language,x_record_source,x_load_ts,_bv_source,cust_address,cust_city,cust_postal_code,cust_email,cust_phone,cust_segment,cust_loyalty_tier,cust_demo_score
129-229-248-29-183-124-89-100-146-230-241-165-167-146-237-83,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,349 Market Street,Houston,10249,,,,,
129-229-248-29-183-124-89-100-146-230-241-165-167-146-237-83,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1250@example.com,+1-555-1250,,,
129-229-248-29-183-124-89-100-146-230-241-165-167-146-237-83,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,99
129-229-248-29-183-124-89-100-146-230-241-165-167-146-237-83,Y,PORTAL,es,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
129-229-248-29-183-124-89-100-146-230-241-165-167-146-237-83,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,371 Updated Avenue,Philadelphia,10251,,,,,
129-229-248-29-183-124-89-100-146-230-241-165-167-146-237-83,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1250.v2@example.com,+1-555-1250-2,,,
129-229-248-29-183-124-89-100-146-230-241-165-167-146-237-83,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,99
130-184-163-67-73-4-65-26-159-220-67-202-135-206-231-12,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
130-184-163-67-73-4-65-26-159-220-67-202-135-206-231-12,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,124 Market Street,New York,10024,,,,,
130-184-163-67-73-4-65-26-159-220-67-202-135-206-231-12,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1025@example.com,+1-555-1025,,,
130-184-163-67-73-4-65-26-159-220-67-202-135-206-231-12,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,74
130-184-163-67-73-4-65-26-159-220-67-202-135-206-231-12,N,PHONE,de,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
130-184-163-67-73-4-65-26-159-220-67-202-135-206-231-12,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,146 Updated Avenue,Chicago,10026,,,,,
130-184-163-67-73-4-65-26-159-220-67-202-135-206-231-12,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1025.v2@example.com,+1-555-1025-2,,,
130-184-163-67-73-4-65-26-159-220-67-202-135-206-231-12,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,79
130-194-85-145-64-185-92-205-169-198-202-74-139-152-31-30,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
130-194-85-145-64-185-92-205-169-198-202-74-139-152-31-30,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,288 Market Street,Chicago,10188,,,,,
130-194-85-145-64-185-92-205-169-198-202-74-139-152-31-30,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1189@example.com,+1-555-1189,,,
130-194-85-145-64-185-92-205-169-198-202-74-139-152-31-30,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,88
130-194-85-145-64-185-92-205-169-198-202-74-139-152-31-30,N,EMAIL,en,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
130-194-85-145-64-185-92-205-169-198-202-74-139-152-31-30,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,332 Updated Avenue,New York,10192,,,,,
130-194-85-145-64-185-92-205-169-198-202-74-139-152-31-30,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1189.v4@example.com,+1-555-1189-4,,,
130-194-85-145-64-185-92-205-169-198-202-74-139-152-31-30,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,95
130-72-169-158-129-231-82-203-155-65-218-63-196-63-190-127,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
130-72-169-158-129-231-82-203-155-65-218-63-196-63-190-127,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,239 Market Street,Los Angeles,10139,,,,,
130-72-169-158-129-231-82-203-155-65-218-63-196-63-190-127,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1140@example.com,+1-555-1140,,,
130-72-169-158-129-231-82-203-155-65-218-63-196-63-190-127,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,89
130-72-169-158-129-231-82-203-155-65-218-63-196-63-190-127,Y,SMS,fr,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
130-72-169-158-129-231-82-203-155-65-218-63-196-63-190-127,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,261 Updated Avenue,Houston,10141,,,,,
130-72-169-158-129-231-82-203-155-65-218-63-196-63-190-127,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1140.v2@example.com,+1-555-1140-2,,,
130-72-169-158-129-231-82-203-155-65-218-63-196-63-190-127,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,94
131-142-138-251-28-163-67-84-172-32-159-83-217-12-58-67,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
131-142-138-251-28-163-67-84-172-32-159-83-217-12-58-67,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,350 Market Street,Phoenix,10250,,,,,
131-142-138-251-28-163-67-84-172-32-159-83-217-12-58-67,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1251@example.com,+1-555-1251,,,
131-142-138-251-28-163-67-84-172-32-159-83-217-12-58-67,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,50
131-249-127-72-37-41-11-228-203-121-78-198-162-52-89-95,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
131-249-127-72-37-41-11-228-203-121-78-198-162-52-89-95,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,276 Market Street,Chicago,10176,,,,,
131-249-127-72-37-41-11-228-203-121-78-198-162-52-89-95,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1177@example.com,+1-555-1177,,,
131-249-127-72-37-41-11-228-203-121-78-198-162-52-89-95,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,76
131-249-127-72-37-41-11-228-203-121-78-198-162-52-89-95,N,PORTAL,es,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
131-249-127-72-37-41-11-228-203-121-78-198-162-52-89-95,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,309 Updated Avenue,Philadelphia,10179,,,,,
131-249-127-72-37-41-11-228-203-121-78-198-162-52-89-95,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1177.v3@example.com,+1-555-1177-3,,,
131-249-127-72-37-41-11-228-203-121-78-198-162-52-89-95,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,82
131-250-90-67-42-229-92-37-61-14-96-219-250-113-103-35,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
131-250-90-67-42-229-92-37-61-14-96-219-250-113-103-35,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,135 Market Street,Philadelphia,10035,,,,,
131-250-90-67-42-229-92-37-61-14-96-219-250-113-103-35,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1036@example.com,+1-555-1036,,,
131-250-90-67-42-229-92-37-61-14-96-219-250-113-103-35,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,85
132-210-0-75-242-138-32-149-35-14-142-20-153-61-57-141,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
132-210-0-75-242-138-32-149-35-14-142-20-153-61-57-141,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,128 Market Street,Phoenix,10028,,,,,
132-210-0-75-242-138-32-149-35-14-142-20-153-61-57-141,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1029@example.com,+1-555-1029,,,
132-210-0-75-242-138-32-149-35-14-142-20-153-61-57-141,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,78
132-210-0-75-242-138-32-149-35-14-142-20-153-61-57-141,N,EMAIL,en,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
132-210-0-75-242-138-32-149-35-14-142-20-153-61-57-141,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,172 Updated Avenue,Chicago,10032,,,,,
132-210-0-75-242-138-32-149-35-14-142-20-153-61-57-141,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1029.v4@example.com,+1-555-1029-4,,,
132-210-0-75-242-138-32-149-35-14-142-20-153-61-57-141,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,85
132-67-139-122-174-85-160-99-128-115-239-121-142-80-180-239,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
132-67-139-122-174-85-160-99-128-115-239-121-142-80-180-239,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,393 Market Street,Philadelphia,10293,,,,,
132-67-139-122-174-85-160-99-128-115-239-121-142-80-180-239,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1294@example.com,+1-555-1294,,,
132-67-139-122-174-85-160-99-128-115-239-121-142-80-180-239,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,93
132-67-139-122-174-85-160-99-128-115-239-121-142-80-180-239,Y,SMS,fr,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
132-67-139-122-174-85-160-99-128-115-239-121-142-80-180-239,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,437 Updated Avenue,Houston,10297,,,,,
132-67-139-122-174-85-160-99-128-115-239-121-142-80-180-239,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1294.v4@example.com,+1-555-1294-4,,,
132-67-139-122-174-85-160-99-128-115-239-121-142-80-180-239,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,99
133-151-166-207-167-77-239-203-222-48-71-200-145-215-143-144,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
133-151-166-207-167-77-239-203-222-48-71-200-145-215-143-144,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,218 Market Street,Phoenix,10118,,,,,
133-151-166-207-167-77-239-203-222-48-71-200-145-215-143-144,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1119@example.com,+1-555-1119,,,
133-151-166-207-167-77-239-203-222-48-71-200-145-215-143-144,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,68
133-151-166-207-167-77-239-203-222-48-71-200-145-215-143-144,N,PHONE,de,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
133-151-166-207-167-77-239-203-222-48-71-200-145-215-143-144,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,262 Updated Avenue,Chicago,10122,,,,,
133-151-166-207-167-77-239-203-222-48-71-200-145-215-143-144,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1119.v4@example.com,+1-555-1119-4,,,
133-151-166-207-167-77-239-203-222-48-71-200-145-215-143-144,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,75
136-62-136-27-180-210-42-122-221-149-143-45-107-5-44-159,Y,PHONE,de,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
136-62-136-27-180-210-42-122-221-149-143-45-107-5-44-159,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,126 Market Street,Chicago,10026,,,,,
136-62-136-27-180-210-42-122-221-149-143-45-107-5-44-159,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1027@example.com,+1-555-1027,,,
136-62-136-27-180-210-42-122-221-149-143-45-107-5-44-159,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,ENTERPRISE,GOLD,76
136-62-136-27-180-210-42-122-221-149-143-45-107-5-44-159,N,SMS,fr,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
136-62-136-27-180-210-42-122-221-149-143-45-107-5-44-159,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,159 Updated Avenue,Philadelphia,10029,,,,,
136-62-136-27-180-210-42-122-221-149-143-45-107-5-44-159,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1027.v3@example.com,+1-555-1027-3,,,
136-62-136-27-180-210-42-122-221-149-143-45-107-5-44-159,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,82
136-76-228-187-101-211-40-236-176-60-89-132-9-226-177-104,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
136-76-228-187-101-211-40-236-176-60-89-132-9-226-177-104,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,353 Market Street,Los Angeles,10253,,,,,
136-76-228-187-101-211-40-236-176-60-89-132-9-226-177-104,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1254@example.com,+1-555-1254,,,
136-76-228-187-101-211-40-236-176-60-89-132-9-226-177-104,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,53
136-76-228-187-101-211-40-236-176-60-89-132-9-226-177-104,Y,SMS,fr,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
136-76-228-187-101-211-40-236-176-60-89-132-9-226-177-104,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,397 Updated Avenue,Philadelphia,10257,,,,,
136-76-228-187-101-211-40-236-176-60-89-132-9-226-177-104,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1254.v4@example.com,+1-555-1254-4,,,
136-76-228-187-101-211-40-236-176-60-89-132-9-226-177-104,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,60
136-77-121-150-59-216-188-10-233-177-58-26-167-26-221-115,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
136-77-121-150-59-216-188-10-233-177-58-26-167-26-221-115,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,259 Market Street,Houston,10159,,,,,
136-77-121-150-59-216-188-10-233-177-58-26-167-26-221-115,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1160@example.com,+1-555-1160,,,
136-77-121-150-59-216-188-10-233-177-58-26-167-26-221-115,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,59
136-77-121-150-59-216-188-10-233-177-58-26-167-26-221-115,Y,SMS,fr,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
136-77-121-150-59-216-188-10-233-177-58-26-167-26-221-115,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,281 Updated Avenue,Philadelphia,10161,,,,,
136-77-121-150-59-216-188-10-233-177-58-26-167-26-221-115,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1160.v2@example.com,+1-555-1160-2,,,
136-77-121-150-59-216-188-10-233-177-58-26-167-26-221-115,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,64
138-30-128-139-85-253-233-69-92-179-216-133-126-216-131-137,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
138-30-128-139-85-253-233-69-92-179-216-133-126-216-131-137,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,175 Market Street,Houston,10075,,,,,
138-30-128-139-85-253-233-69-92-179-216-133-126-216-131-137,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1076@example.com,+1-555-1076,,,
138-30-128-139-85-253-233-69-92-179-216-133-126-216-131-137,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,75
138-51-99-171-231-146-219-45-135-97-214-64-54-5-174-183,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
138-51-99-171-231-146-219-45-135-97-214-64-54-5-174-183,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,245 Market Street,Los Angeles,10145,,,,,
138-51-99-171-231-146-219-45-135-97-214-64-54-5-174-183,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1146@example.com,+1-555-1146,,,
138-51-99-171-231-146-219-45-135-97-214-64-54-5-174-183,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,95
139-64-102-85-71-48-221-250-160-38-99-70-189-193-178-2,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
139-64-102-85-71-48-221-250-160-38-99-70-189-193-178-2,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,189 Market Street,Philadelphia,10089,,,,,
139-64-102-85-71-48-221-250-160-38-99-70-189-193-178-2,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1090@example.com,+1-555-1090,,,
139-64-102-85-71-48-221-250-160-38-99-70-189-193-178-2,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,89
139-64-102-85-71-48-221-250-160-38-99-70-189-193-178-2,Y,PORTAL,es,CRM-c360-prefs,2024/03/01 00:00:00.000000000,PREFS,,,,,,,,
139-64-102-85-71-48-221-250-160-38-99-70-189-193-178-2,,,,CRM-c360-address,2024/03/01 00:00:00.000000000,ADDRESS,211 Updated Avenue,Los Angeles,10091,,,,,
139-64-102-85-71-48-221-250-160-38-99-70-189-193-178-2,,,,CRM-c360-contact,2024/03/01 00:00:00.000000000,CONTACT,,,,customer1090.v2@example.com,+1-555-1090-2,,,
139-64-102-85-71-48-221-250-160-38-99-70-189-193-178-2,,,,CRM-c360-demo,2024/03/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,94
140-230-121-12-198-169-78-101-241-127-144-143-70-47-174-133,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
140-230-121-12-198-169-78-101-241-127-144-143-70-47-174-133,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,241 Market Street,Houston,10141,,,,,
140-230-121-12-198-169-78-101-241-127-144-143-70-47-174-133,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1142@example.com,+1-555-1142,,,
140-230-121-12-198-169-78-101-241-127-144-143-70-47-174-133,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,91
140-230-121-12-198-169-78-101-241-127-144-143-70-47-174-133,Y,EMAIL,en,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
14-159-161-243-233-230-103-146-64-26-105-114-212-119-220-195,N,PORTAL,es,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
14-159-161-243-233-230-103-146-64-26-105-114-212-119-220-195,Y,EMAIL,en,CRM-c360-prefs,2024/02/01 00:00:00.000000000,PREFS,,,,,,,,
14-236-39-196-25-208-254-36-229-60-144-51-140-220-139-198,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
14-236-39-196-25-208-254-36-229-60-144-51-140-220-139-198,N,PORTAL,es,CRM-c360-prefs,2024/04/01 00:00:00.000000000,PREFS,,,,,,,,
140-230-121-12-198-169-78-101-241-127-144-143-70-47-174-133,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,274 Updated Avenue,New York,10144,,,,,
14-159-161-243-233-230-103-146-64-26-105-114-212-119-220-195,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,387 Market Street,Philadelphia,10287,,,,,
14-159-161-243-233-230-103-146-64-26-105-114-212-119-220-195,,,,CRM-c360-address,2024/02/01 00:00:00.000000000,ADDRESS,398 Updated Avenue,New York,10288,,,,,
14-236-39-196-25-208-254-36-229-60-144-51-140-220-139-198,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,216 Market Street,Chicago,10116,,,,,
14-236-39-196-25-208-254-36-229-60-144-51-140-220-139-198,,,,CRM-c360-address,2024/04/01 00:00:00.000000000,ADDRESS,249 Updated Avenue,Philadelphia,10119,,,,,
140-230-121-12-198-169-78-101-241-127-144-143-70-47-174-133,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1142.v3@example.com,+1-555-1142-3,,,
14-159-161-243-233-230-103-146-64-26-105-114-212-119-220-195,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1288@example.com,+1-555-1288,,,
14-159-161-243-233-230-103-146-64-26-105-114-212-119-220-195,,,,CRM-c360-contact,2024/02/01 00:00:00.000000000,CONTACT,,,,customer1288.v1@example.com,+1-555-1288-1,,,
14-236-39-196-25-208-254-36-229-60-144-51-140-220-139-198,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1117@example.com,+1-555-1117,,,
14-236-39-196-25-208-254-36-229-60-144-51-140-220-139-198,,,,CRM-c360-contact,2024/04/01 00:00:00.000000000,CONTACT,,,,customer1117.v3@example.com,+1-555-1117-3,,,
140-230-121-12-198-169-78-101-241-127-144-143-70-47-174-133,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,97
14-159-161-243-233-230-103-146-64-26-105-114-212-119-220-195,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,87
14-159-161-243-233-230-103-146-64-26-105-114-212-119-220-195,,,,CRM-c360-demo,2024/02/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,91
14-236-39-196-25-208-254-36-229-60-144-51-140-220-139-198,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,66
14-236-39-196-25-208-254-36-229-60-144-51-140-220-139-198,,,,CRM-c360-demo,2024/04/01 00:00:00.000000000,DEMO,,,,,,SMB,PLATINUM,72
142-44-253-194-117-118-30-220-89-47-115-160-118-25-124-51,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
142-44-253-194-117-118-30-220-89-47-115-160-118-25-124-51,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,365 Market Street,Los Angeles,10265,,,,,
142-44-253-194-117-118-30-220-89-47-115-160-118-25-124-51,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1266@example.com,+1-555-1266,,,
142-44-253-194-117-118-30-220-89-47-115-160-118-25-124-51,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,65
143-29-67-98-11-198-187-88-13-246-232-11-13-192-92-72,Y,EMAIL,en,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
143-29-67-98-11-198-187-88-13-246-232-11-13-192-92-72,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,208 Market Street,New York,10108,,,,,
143-29-67-98-11-198-187-88-13-246-232-11-13-192-92-72,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1109@example.com,+1-555-1109,,,
143-29-67-98-11-198-187-88-13-246-232-11-13-192-92-72,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,58
143-29-67-98-11-198-187-88-13-246-232-11-13-192-92-72,N,EMAIL,en,CRM-c360-prefs,2024/05/01 00:00:00.000000000,PREFS,,,,,,,,
143-29-67-98-11-198-187-88-13-246-232-11-13-192-92-72,,,,CRM-c360-address,2024/05/01 00:00:00.000000000,ADDRESS,252 Updated Avenue,Phoenix,10112,,,,,
143-29-67-98-11-198-187-88-13-246-232-11-13-192-92-72,,,,CRM-c360-contact,2024/05/01 00:00:00.000000000,CONTACT,,,,customer1109.v4@example.com,+1-555-1109-4,,,
143-29-67-98-11-198-187-88-13-246-232-11-13-192-92-72,,,,CRM-c360-demo,2024/05/01 00:00:00.000000000,DEMO,,,,,,RETAIL,BRONZE,65
144-80-86-193-172-29-173-20-21-96-70-126-10-153-225-207,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
144-80-86-193-172-29-173-20-21-96-70-126-10-153-225-207,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,345 Market Street,Philadelphia,10245,,,,,
144-80-86-193-172-29-173-20-21-96-70-126-10-153-225-207,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1246@example.com,+1-555-1246,,,
144-80-86-193-172-29-173-20-21-96-70-126-10-153-225-207,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,95
146-70-68-77-148-240-129-227-84-152-3-185-40-38-15-86,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
146-70-68-77-148-240-129-227-84-152-3-185-40-38-15-86,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,105 Market Street,Philadelphia,10005,,,,,
146-70-68-77-148-240-129-227-84-152-3-185-40-38-15-86,,,,CRM-c360-contact,2024/01/01 00:00:00.000000000,CONTACT,,,,customer1006@example.com,+1-555-1006,,,
146-70-68-77-148-240-129-227-84-152-3-185-40-38-15-86,,,,CRM-c360-demo,2024/01/01 00:00:00.000000000,DEMO,,,,,,WHOLESALE,SILVER,55
147-214-86-65-255-63-21-134-97-76-242-193-173-36-11-108,N,SMS,fr,CRM-c360-prefs,2024/01/01 00:00:00.000000000,PREFS,,,,,,,,
147-214-86-65-255-63-21-134-97-76-242-193-173-36-11-108,,,,CRM-c360-address,2024/01/01 00:00:00.000000000,ADDRESS,121 Market Street,Houston,10021,,,,,
